,Words
15605,"both,"
15606,"ooh-la-la-la,"
15607,(coming
15608,"fall,"
15609,la)
15610,"taste,"
15611,"la,"
15612,"(la,"
15613,203
15614,undress
15615,"along,"
15616,call)
15617,(for
15618,la-la)
15619,(true
15620,"deadly,"
15621,tongue
15622,hooked
15623,drippin'
15624,lyrics[chorus:
15625,tłumaczenie)deutschfrançaisفارسیeestinederlandsseñorita
15626,(polskie
15627,thaiespañolportuguêsshawn
15628,việttürkçeitalianoไทย
15629,"cabello,"
15630,"mendes,"
15631,"hands,"
15632,sapphire
15633,contributorstranslationstiếng
15634,sand
15635,hours
15636,danced
15637,ya164embed
15638,"sha-ha,"
15639,shallow
15640,gaga]
15641,"times,"
15642,cooper]
15643,bradley
15644,fear
15645,dive
15646,crash
15647,surface
15648,more?
15649,sha-la-la-la-low
15650,sha-hallow
15651,"end,"
15652,like[post-chorus:
15653,"ha,"
15654,"oh-ah,"
15655,252
15656,longing
15657,searchin'
15658,world?
15659,modern
15660,"somethin',"
15661,fallin'
15662,longin'
15663,hardcore?
15664,void?
15665,fill
15666,contributorstranslationsespañolportuguêsitalianofrançaisnederlandsελληνικάрусскийshallow
15667,"something,"
15668,now362embed
15669,salimos
15670,hicieran
15671,"mota,"
15672,disculpas
15673,esperamos
15674,indulgencia
15675,esfera
15676,seguimos
15677,gastando
15678,likesi
15679,baldy
15680,quienes
15681,zapato
15682,representando
15683,trataron
15684,superarnos
15685,michoacán
15686,educaron
15687,lyricsquiero
15688,hablarles
15689,actué
15690,díganme
15691,justifica
15692,medios
15693,aventándose
15694,ruedo
15695,agujero
15696,"fácil,"
15697,contributorssi
15698,curioso
15699,sepanembed
15700,tí
15701,gustarán
15702,cambios
15703,"oír,"
15704,regreses
15705,implora
15706,likeno
15707,fórmula
15708,obscuras
15709,edén
15710,contrario
15711,pensamiento
15712,marchando
15713,lyricssi
15714,caminar
15715,tardes
15716,minuto
15717,míembed
15718,muchacho'
15719,error
15720,(ku-ku-ku-ku)
15721,"prenden,"
15722,encajo
15723,mese'
15724,"solitario,"
15725,conocí
15726,quiero)
15727,"hace,"
15728,(juju)
15729,"(mami),"
15730,borra'o
15731,atajo
15732,engaño
15733,diablo'
15734,(¿uh?)
15735,"mamá""]"
15736,"memes,"
15737,ultrajo
15738,rebajo
15739,"gordito,"
15740,cabizbajo
15741,botaron
15742,"trajo,"
15743,privada
15744,contributorstranslationsdeutschsvenskafrançaisenglishsi
15745,jajaja21embed
15746,cuido
15747,urus
15748,pasear
15749,piyi
15750,camionetas
15751,pluma
15752,guzmán
15753,seguridad
15754,¡fiеrro
15755,bandera
15756,"iván,"
15757,verdescon
15758,"bello,"
15759,siguen
15760,chau
15761,pluma]
15762,like[outro:
15763,"tranquilo,"
15764,fórjense
15765,trece
15766,"tía,"
15767,descendiente
15768,09
15769,órdenes
15770,beliconеs
15771,cheyennes
15772,"échele,"
15773,corridos
15774,gobierno
15775,"pendientes""]"
15776,"""siempre"
15777,de:
15778,pendientes
15779,contributorssiempre
15780,jefes
15781,mandan
15782,orgullosamente
15783,jgl
15784,manchón
15785,¿ah?embed
15786,calientas
15787,borracha
15788,confesaste
15789,bien?
15790,"comida,"
15791,"pruebas,"
15792,(e'
15793,é-él
15794,"no-oh-oh-oh,"
15795,(bie-en;
15796,"gym,"
15797,irte
15798,ahí?
15799,causa
15800,"venir,"
15801,eiffel
15802,cómoda
15803,oye)
15804,(comiera)
15805,marash
15806,keityn?
15807,¡prr-ra;
15808,capisci?
15809,finjas
15810,sarcasmo
15811,escápate
15812,incómoda
15813,"maravilla"""
15814,(auh)
15815,comiera
15816,pregunto—
15817,"tomaste,"
15818,llamaste
15819,indirectas
15820,calentaste
15821,tranquilo
15822,(yao')
15823,esperé
15824,enamorada
15825,intenté
15826,quiere')
15827,"él""]"
15828,"(entonces,"
15829,(¡auh;
15830,quisieras
15831,(quisiera')
15832,cosita'
15833,(hiciera)
15834,pusieras
15835,(pusiera')
15836,él?)
15837,(este
15838,contributorstranslationsenglishsigues
15839,obtiene
15840,acabar
15841,"segundo,"
15842,boy1embed
15843,"pijama,"
15844,natasha]
15845,sazón-zón-zón-zón-zón
15846,dormir)
15847,no-no
15848,(shiuf-shiuf-shiuf)
15849,(rude
15850,"uoh-oh,"
15851,bon-bon-bon-bon-bon
15852,"calma'o,"
15853,pom-pom-pom-pom-pom
15854,botamos
15855,automatic
15856,"manual,"
15857,cannabis
15858,"call,"
15859,gana)
15860,"nat,"
15861,nat
15862,gol
15863,carne
15864,desbaratamo'
15865,planta'o
15866,remedio
15867,"busca,"
15868,"pijama""]"
15869,"""sin"
15870,yo')
15871,enciéndeme
15872,"drama,"
15873,"teatro,"
15874,contributorstranslationsenglishportuguêssin
15875,todito
15876,mostrando
15877,"fotico,"
15878,videollamada
15879,dormir)31embed
15880,che
15881,non
15882,il
15883,"fra',"
15884,fra
15885,c'è
15886,miei
15887,è
15888,nel
15889,izi]
15890,fra'
15891,mio
15892,viola
15893,fuoco
15894,sto
15895,situa
15896,più
15897,rimetto
15898,"cerchi,"
15899,sorso
15900,sfera
15901,hanno
15902,faccia
15903,dammi
15904,sobri?
15905,arrivo
15906,maka
15907,credo
15908,proprio
15909,piace
15910,coprirmi
15911,chi
15912,religione
15913,io
15914,intesa
15915,sono
15916,fare
15917,per
15918,povero
15919,ebbasta]
15920,sai
15921,[ritornello:
15922,faccio
15923,sopra
15924,torno
15925,spazio
15926,ascesa
15927,stai
15928,sul
15929,"cash,"
15930,cazzo
15931,inattesa
15932,'sta
15933,rumena
15934,scena
15935,brutta
15936,bevo
15937,notizia
15938,tasca
15939,fatemi
15940,lira
15941,banca
15942,magari
15943,parlo
15944,soltanto
15945,troie
15946,"dopo,"
15947,grammi
15948,così
15949,sacco
15950,giocano
15951,armi
15952,questa
15953,finché
15954,rivedo
15955,tg
15956,"vetri,"
15957,"scambio,"
15958,ancora
15959,"intensa,"
15960,fumata
15961,senza
15962,davvero
15963,siamo
15964,appena
15965,partiti
15966,zero
15967,stiamo
15968,corsa
15969,nero
15970,sembro
15971,"ebbasta,"
15972,scambio
15973,lei
15974,"merce,"
15975,ebay
15976,esco
15977,scritta
15978,dietro
15979,lascia
15980,arriva
15981,ganja
15982,sacchi
15983,della
15984,spesa
15985,"concorrenza,"
15986,sheva
15987,sulla
15988,scena?
15989,"l'orologio,"
15990,shuttle
15991,vola
15992,vedo
15993,rave
15994,uscito
15995,like[ritornello:
15996,passa
15997,fosse
15998,"tessera,"
15999,carta
16000,bianca
16001,fossi
16002,serpe
16003,dell'alba
16004,viaggia
16005,uccide
16006,silenzio
16007,manco
16008,"nome,"
16009,marietto
16010,sferone
16011,tempio
16012,checkiamo
16013,weeda
16014,manca
16015,ciò
16016,sempre
16017,prova
16018,lyrics[testo
16019,"""sobrio"""
16020,sobrio
16021,nell'armadio
16022,chiederlo
16023,cerco
16024,paio
16025,pulle
16026,spolpo
16027,solaio
16028,data
16029,orario
16030,grassa
16031,convento
16032,giù
16033,relitto
16034,certo
16035,impiccio
16036,stabilisci
16037,rigar
16038,dritto
16039,"civile,"
16040,kingston
16041,cannoni
16042,bombe
16043,lanciale
16044,brilla
16045,sotto
16046,palazzoni
16047,scommetti
16048,izi-play
16049,boss
16050,galatina
16051,cristiani
16052,bevono
16053,dalla
16054,mattina
16055,perché
16056,meglio
16057,vieni
16058,"qua,"
16059,sciroppo
16060,sceicco
16061,nato
16062,contributorssobrio
16063,ricco
16064,dal
16065,sopraembed
16066,"sal,"
16067,quién?
16068,sodio
16069,veintiuno
16070,obvio
16071,jugado
16072,cansada
16073,"arde,"
16074,competir
16075,"two,"
16076,¿besarás
16077,entendí
16078,cerraste
16079,"(three,"
16080,abrirás
16081,(a-ah)
16082,"explicas,"
16083,engañar
16084,confundiendo
16085,sigas
16086,sal)
16087,"""sodio""]"
16088,"callas,"
16089,contributorssodio
16090,apuesta
16091,¿bailarás
16092,él2embed
16093,bother
16094,"need,"
16095,(true)
16096,sza]
16097,"want,"
16098,"city,"
16099,"titties,"
16100,"ladies,"
16101,gots
16102,rep
16103,skrrt-skrrt
16104,"niggas,"
16105,hour
16106,"flame,"
16107,"stupid,"
16108,mo
16109,"fire"""
16110,"solána,"
16111,makin'
16112,beside
16113,cum
16114,"night,"
16115,promised
16116,licky
16117,me?)
16118,ii]
16119,[part
16120,"pov,"
16121,rowe]
16122,plant
16123,seed
16124,norma
16125,"with,"
16126,droppin'
16127,"number,"
16128,"farewell,"
16129,promise
16130,spilled
16131,milk
16132,won't)
16133,paper
16134,"towel,"
16135,valium
16136,woman?
16137,fling
16138,crew
16139,galore
16140,lyrics[part
16141,i]
16142,personal
16143,"personally,"
16144,surprised
16145,better?
16146,dig
16147,"bitches,"
16148,l-love
16149,dated
16150,(why
16151,"checked,"
16152,dirt
16153,fetish
16154,forward
16155,weekends
16156,"(true),"
16157,however
16158,contributorstranslationstürkçeportuguêsenglishlove
16159,regret
16160,sayin'?179embed
16161,pata'
16162,'tar
16163,"revuelta',"
16164,lunay]
16165,revuelta'
16166,revuelta’
16167,(chi-chi-chi)
16168,(hu-huh)
16169,"ex,"
16170,(¡chin'-ching)
16171,"activa,"
16172,ponte-ponte
16173,"(lunay,"
16174,dile)
16175,picha'o
16176,"""next""?"
16177,violeta'
16178,quieta
16179,leona
16180,chiquito
16181,gatito'
16182,llamada'
16183,entiende'
16184,cartel
16185,bebé-bé
16186,(¡fue')
16187,revu'
16188,(rra-rra)
16189,"(¡fuego),"
16190,(d-d-d)
16191,"(wuh-wuh),"
16192,(fue')
16193,cam-cam-cambiar
16194,lu-lu-lunay
16195,jefe
16196,"(dy),"
16197,pina
16198,"dy,"
16199,(fuego)
16200,"empezamo',"
16201,"wiki-wiki,"
16202,yaviah
16203,(wi-wi)
16204,(vacilar
16205,dañá')
16206,(tiene
16207,maldá'
16208,sacó
16209,bandolero
16210,"parar,"
16211,"(mujeres,"
16212,darno’
16213,cuenta'
16214,"(fuego),"
16215,cuenta’
16216,amiga’
16217,"wuh),"
16218,(dile;
16219,(d-d-d-d-d-dy)
16220,busque'
16221,acabas
16222,(suénalo)
16223,"yeh-yeh-yeh-yeh,"
16224,¿okay?
16225,épico
16226,"""soltera"
16227,"(hey,"
16228,desquitarno'
16229,bunny)
16230,crees
16231,"(fue',"
16232,fue'
16233,fue')
16234,(d-d-dy)
16235,febrero
16236,sentimiento'
16237,contributorstranslationsenglishdeutschsoltera
16238,compromiso
16239,(¡ble)
16240,"(blu,"
16241,asuste'
16242,"ella',"
16243,"ajuste,"
16244,blu)
16245,embuste'
16246,yeh-yeh-yeh-yeh
16247,'ta-'tar
16248,"soltera,"
16249,"500,"
16250,batea
16251,"uno,"
16252,permiso
16253,boda
16254,trajecito
16255,bola
16256,"pon-,"
16257,pónme
16258,"prueba,"
16259,orden
16260,"cateo,"
16261,censi)3embed
16262,jonas]
16263,"jonas,"
16264,(about
16265,typical
16266,subliminal
16267,obvious
16268,blindly
16269,anywhere
16270,"you),"
16271,tattoo
16272,"pain,"
16273,stumblin'
16274,"dark,"
16275,(i'm
16276,complicate
16277,contributorstranslationsdeutschไทย
16278,december
16279,thaiportuguêsespañolsucker
16280,together
16281,birds
16282,"feather,"
16283,"weather,"
16284,you87embed
16285,malone-
16286,explorer
16287,codeine
16288,shots
16289,otherside
16290,zack
16291,ball
16292,option
16293,cat]
16294,song)
16295,lemon
16296,wasting
16297,laroi)you
16298,cooped
16299,whitney
16300,sugar
16301,patient
16302,lie
16303,livin
16304,wow
16305,saint-tropez
16306,yaweh-
16307,iverson
16308,circles
16309,savage)
16310,lee-
16311,sunflower
16312,(spider-man:
16313,spider-verse)
16314,(pokémon
16315,malone)
16316,hollywood's
16317,staring
16318,bleeding
16319,allergic
16320,flex
16321,halsey)
16322,ozzy
16323,osbourne
16324,wet-ass
16325,whores
16326,stallion]
16327,bucket
16328,'fore
16329,"top,"
16330,"""t"""
16331,mop
16332,credit
16333,extra
16334,"spit,"
16335,"gag,"
16336,gulp
16337,diabetic
16338,choke
16339,swing
16340,dangly
16341,"beard,"
16342,"drop,"
16343,mclaran]
16344,"hitter,"
16345,stroker
16346,henny
16347,"drinker,"
16348,smoker
16349,garter
16350,cobra
16351,hook
16352,huh
16353,"pot,"
16354,macaroni
16355,headed
16356,"mop,"
16357,dasani
16358,soggy
16359,"fight,"
16360,beatin'
16361,"""whose"
16362,food
16363,"look,"
16364,ate
16365,bottom-feeder
16366,stand
16367,demeanor
16368,"hang,"
16369,spell
16370,mic
16371,"honor,"
16372,"handcuffs,"
16373,leashes
16374,"dick,"
16375,"wig,"
16376,cheatin'
16377,"knees,"
16378,"it?"""
16379,613
16380,pow)
16381,disguise
16382,"wet,"
16383,"roleplay,"
16384,kegel
16385,mack
16386,garage
16387,"cream,"
16388,"public,"
16389,scene
16390,"cook,"
16391,"mouth,"
16392,pullout
16393,mclaran
16394,(hol'
16395,certified
16396,"freak,"
16397,seven
16398,week
16399,"weak,"
16400,charge
16401,large
16402,swipe
16403,nose
16404,thang
16405,coat
16406,pictures
16407,"(click,"
16408,"click,"
16409,click)
16410,tuition
16411,"(mwah,"
16412,"mwah,"
16413,mwah)
16414,dick)
16415,gobble
16416,swallow
16417,"quick,"
16418,(while
16419,"(pow,"
16420,"pow,"
16421,contributorstranslationstürkçeespañolсрпскирусскийromânăportuguêsdeutschfrançaisnederlandsالعربية中文ελληνικάwap
16422,lip
16423,house345embed
16424,mudaste
16425,chingamos
16426,comimo'
16427,bonitos
16428,volviste
16429,monaguillo
16430,monja
16431,chillo
16432,"desnudaste,"
16433,millo
16434,"onlyfan',"
16435,pillo
16436,aplicación
16437,(noches
16438,veo)
16439,(pasa
16440,"mudaste""]"
16441,"estás),"
16442,blunt)
16443,"(blunt,"
16444,balcón
16445,contributorstranslationsenglishdeutschte
16446,"(uh-uh),"
16447,desnudaste
16448,(-te-te-te)17embed
16449,pedazo
16450,"ba-ah-ah-ah-ah,"
16451,lotería
16452,colección
16453,corazone'
16454,rotos
16455,tacone'
16456,"volar,"
16457,podía
16458,ventana
16459,"ba-da-da-la,"
16460,"da-da-la-la,"
16461,cuidadoso
16462,"emborracharme,"
16463,"ey-yeh-yeh-yeh-yeh-yeh,"
16464,"morí,"
16465,falla
16466,"""baby,"
16467,"aquí?"""
16468,reviví
16469,"ganas,"
16470,devuelto
16471,entró
16472,rayo
16473,"rojos""]"
16474,"""tacones"
16475,"sentí,"
16476,"conocí,"
16477,da-la
16478,contributorstranslationsenglishtacones
16479,da-la1embed
16480,creme
16481,zouma
16482,simpson
16483,rozella
16484,xoxo
16485,brazilian
16486,rabbithole
16487,tukker)
16488,clubz
16489,daybreak
16490,kng
16491,houses
16492,cascine
16493,nagano
16494,yumi
16495,ra
16496,dvbbs
16497,jamison
16498,henry
16499,lay
16500,phantoms
16501,strangers
16502,arty
16503,closely
16504,okok
16505,anyway
16506,safe)
16507,bigger
16508,wilson
16509,bublé
16510,tobymac
16511,ex-poets
16512,leftprojects
16513,scars
16514,ghost
16515,lökii
16516,behave
16517,ingrosso
16518,seek
16519,kodaline
16520,mereba
16521,(anywhere)
16522,spaceships
16523,cypress
16524,outstanding
16525,rationale
16526,dolph
16527,downfall
16528,blues
16529,infirmary
16530,batiste
16531,afterall
16532,beartooth
16533,scope
16534,yaeji
16535,locos
16536,gbona
16537,léon
16538,evalyn
16539,|
16540,worthy?
16541,shame
16542,elevation
16543,lynn
16544,loretta
16545,turk
16546,topia
16547,flatts
16548,rascal
16549,fools
16550,arcando
16551,ships
16552,burn
16553,country
16554,"eazi,"
16555,neighbor
16556,gosling)
16557,mr
16558,robyn
16559,michaels)
16560,space
16561,blonde
16562,klondike
16563,russo
16564,xxxtentacion)
16565,pressure
16566,muse
16567,skirt
16568,short
16569,123
16570,elton
16571,lindahl)
16572,lamar)
16573,mona
16574,lyricslil
16575,09/28/18
16576,john)
16577,wale
16578,miles
16579,sosamann)
16580,habeit
16581,bayen
16582,current
16583,hunt
16584,murs
16585,olly
16586,hadouken
16587,gabe
16588,losing
16589,adding
16590,outrunning
16591,rbe
16592,sob
16593,ruthless
16594,marías
16595,jozzy
16596,gospel
16597,interstate
16598,annies
16599,japanese
16600,campus
16601,hippo
16602,selfish
16603,flyin
16604,"lyin,"
16605,badbadnotgood
16606,ellysse
16607,faking
16608,sloan
16609,sasha
16610,churchyard
16611,reason
16612,sh*t
16613,maple
16614,sunlight
16615,oneembed
16616,divertirse
16617,finde
16618,confundirse
16619,sonreír
16620,drums]
16621,¿ahora
16622,"sonreír,"
16623,nombre?
16624,(-de')
16625,responde'
16626,"secreta,"
16627,pregunta'
16628,altera
16629,eh;
16630,inventar
16631,"contesta,"
16632,milagro
16633,¡big
16634,género'
16635,"entonces,"
16636,kristoman
16637,(-tera)
16638,(uf)
16639,"sencillo,"
16640,'onde?
16641,¿hacer
16642,tango?
16643,cansado'
16644,acelerar
16645,911
16646,opaca
16647,asesina;
16648,(qué;
16649,bue)
16650,(seguro
16651,habla)
16652,médico
16653,hago?
16654,(emm)
16655,empiezan
16656,pálpito'
16657,lao'
16658,mira;
16659,piba
16660,"e-e-e-e-e-entonces,"
16661,(quiera'
16662,ah;
16663,tranqui
16664,"(tranqui,"
16665,tranqui)
16666,costumbre
16667,-í
16668,divertirse)
16669,"""tal"
16670,"vez""]"
16671,(tan
16672,desvelándome
16673,tendría'
16674,avisar
16675,esperándote
16676,"(-da,"
16677,"maniquí,"
16678,contratan
16679,aburrió
16680,locutora
16681,tendría
16682,ladrona
16683,piensa
16684,"(-da',"
16685,wuf)
16686,avergüenza
16687,(-za;
16688,(-cia;
16689,contributorstal
16690,experiencia
16691,deleite
16692,verle
16693,einstein
16694,ya3embed
16695,arte
16696,"museo,"
16697,"hacerte,"
16698,gustarte
16699,llegarte
16700,pagué
16701,vinci
16702,pantycito
16703,repuesta
16704,acuesta'
16705,ganarte
16706,"ignora',"
16707,ignorarte
16708,obra
16709,bautizá'
16710,cristiano
16711,actualizá'
16712,ligan
16713,abdominale'
16714,barriga
16715,hostiga
16716,cotizá'
16717,marca'
16718,(caliente)
16719,gato
16720,(pique)
16721,pedir
16722,explique
16723,(-plique)
16724,pique
16725,sorprenden
16726,bobo'
16727,(ticket)
16728,cojan
16729,"mito,"
16730,(-legio)
16731,vip
16732,"""tarot""]"
16733,"oeste,"
16734,"fin,"
16735,acueste'
16736,"este,"
16737,"(frente),"
16738,contributorstranslationsenglishdeutschtarot
16739,fueguito
16740,(-menten)
16741,comenten
16742,eh6embed
16743,"mandé,"
16744,"boté,"
16745,"solté,"
16746,mentira'
16747,"saqué,"
16748,boté)
16749,boté;
16750,falsedad
16751,(esta
16752,"nombre,"
16753,babys
16754,"sufrí,"
16755,mágico]
16756,"hicimo',"
16757,(na-na)
16758,rompiste
16759,usté'
16760,gritaba
16761,saber)
16762,solté)
16763,cabrón)
16764,(bien
16765,razón;
16766,(quiero
16767,"veas"""
16768,textea
16769,pasaré
16770,beber)
16771,¡nio
16772,agarre
16773,martino*
16774,*young
16775,martino
16776,garcía*
16777,¡ozuna
16778,yao'
16779,n-i-c-k
16780,mágico**]
16781,voce'**
16782,**el
16783,complete**
16784,"indica,"
16785,"**mira,"
16786,movie*
16787,*flow
16788,magía**
16789,**los
16790,magical**
16791,kronix
16792,"**mera,"
16793,**casper
16794,*nio
16795,burlaste
16796,(rozaba
16797,rozaba
16798,¡uh-yeh)
16799,ir;
16800,viniste
16801,ti?
16802,viraste
16803,explicaste
16804,humillaste
16805,piel)
16806,saqué)
16807,(solté)
16808,también)
16809,(carajo
16810,mandarte
16811,ozu'
16812,pidiéndome
16813,amanecer)
16814,corazón;
16815,"ahorita,"
16816,"phillie,"
16817,repita
16818,placita
16819,"(¡wuh),"
16820,expira
16821,"final,"
16822,clavé
16823,"clavé,"
16824,pie
16825,bugatti
16826,texteé
16827,confié
16828,like[pre-estribillo:
16829,"remix,"
16830,pensándote
16831,¡baby
16832,"wo-oh,"
16833,wo-oh
16834,"tbt,"
16835,reciclo
16836,ciclo
16837,cien)
16838,mandé)
16839,decir?;
16840,entendiendo
16841,(¿tú
16842,sepa')
16843,solté;
16844,jura
16845,contributorste
16846,herida
16847,vuelta;
16848,sobran
16849,"amore',"
16850,sufro
16851,bien;
16852,¡wouh)
16853,(pa'l
16854,¡casper)
16855,bebé;
16856,"mágicos,"
16857,(nosotro'
16858,¡huh)
16859,rd
16860,revé'?
16861,(¡ja-ja)
16862,express
16863,filas
16864,completar
16865,"estré',"
16866,"cancha,"
16867,"pregunta,"
16868,gata'
16869,"botá',"
16870,baby'?)
16871,"(jajajaja),"
16872,probé
16873,postea'o
16874,condón
16875,obliga'o
16876,escondo
16877,respira
16878,respondo
16879,cancelé
16880,servicio
16881,"dé,"
16882,¡ra-ta-ta-tá38embed
16883,"felicito,"
16884,shakira]
16885,continúa
16886,recuerde'
16887,picar
16888,auténtico
16889,comíamo'
16890,fluíamo'
16891,hablándote
16892,"historia',"
16893,"oscar,"
16894,deberían
16895,podido
16896,ciega
16897,cuente'
16898,vea'
16899,rede'
16900,tranquilizante
16901,volante
16902,apoyándote
16903,compro
16904,barata
16905,filosofía
16906,esе
16907,rebasó
16908,gota
16909,resulta
16910,"advirtieron,"
16911,pedazos
16912,completarte
16913,"felicito""]"
16914,felicito
16915,moto
16916,abrió
16917,antojos
16918,manos
16919,soporto
16920,actúas2embed
16921,claro?
16922,habla'
16923,"desespere',"
16924,desespere'
16925,(uoh-oh)
16926,conviene)
16927,"(uoh-oh,"
16928,"(uoh,"
16929,come'
16930,"viral,"
16931,uoh-oh)
16932,leyenda'
16933,chri-chri-chris
16934,"cogen,"
16935,"calentar,"
16936,escapar
16937,calladito'
