,Words
1980,houdini
1981,6ixbuzz
1982,"""mansion"""
1983,pressa
1984,"""17again"""
1985,powfu
1986,shawty
1987,"""go"
1988,pollari
1989,"pinball"""
1990,"""waluigi"
1991,player2
1992,"""stackhouse"""
1993,saint
1994,"""roses"
1995,wizkid
1996,(imanbek
1997,bootsyano
1998,"screen"""
1999,"""stuntin"
2000,"juice"""
2001,"""duse"
2002,ranx
2003,(banx
2004,"(superstar)"""
2005,"""rascal"
2006,"gallery"""
2007,"""rogue's"
2008,stupendium
2009,"""tell"
2010,laroi
2011,mitchell
2012,"""imagine"""
2013,walker
2014,frank
2015,aoki
2016,derulo
2017,ga$p
2018,"""​runnin​g"
2019,070
2020,nav
2021,"shoes"""
2022,"""pradaaa"
2023,trav
2024,"are"""
2025,"""where"
2026,ré
2027,savannah
2028,"amarillo"""
2029,"""gistro"
2030,wisin
2031,ozuna
2032,"rydas"""
2033,"""ruff"
2034,"""lightbeam"""
2035,"something"""
2036,minogue
2037,kylie
2038,"""stupid"""
2039,"""cheaters"""
2040,crick
2041,7/24
2042,shake
2043,"""talk"
2044,tame
2045,"only"""
2046,"""cash"
2047,chyna
2048,blac
2049,"soaker"""
2050,bandkidjay
2051,"""nightrider"""
2052,zervas
2053,arizona
2054,"""shadow"""
2055,obè
2056,amir
2057,"""cynthia"""
2058,"lau,"
2059,iann
2060,"""mood"""
2061,24kgoldn
2062,(tame
2063,conscience
2064,"""guilty"
2065,"proper"""
2066,jayj
2067,thru
2068,certainty
2069,"""there"
2070,dmx
2071,"games"""
2072,play
2073,casanova
2074,"""gurenge"""
2075,mitch
2076,maliibu
2077,"""gucci"""
2078,"amor"""
2079,"friend"""
2080,built
2081,benjamin
2082,alec
2083,7/23
2084,"""lullaby"""
2085,"flies"""
2086,sewerperson
2087,"(｡-_-｡)"""
2088,flesh
2089,(paul
2090,"fever"""
2091,woolford
2092,"""cabin"
2093,jaden
2094,"ass"""
2095,"""dat"
2096,bellinger
2097,latimore
2098,"day)"""
2099,(one
2100,"""un"
2101,"lipa,"
2102,tree
2103,g4choppa
2104,"""prada"""
2105,boyz
2106,g4
2107,"""couped"
2108,dex
2109,famous
2110,oliver
2111,octavian
2112,church
2113,"""patek"""
2114,"head"""
2115,"""monsters"""
2116,bang
2117,fredo
2118,"amerikkka"""
2119,"""born"
2120,fashawn
2121,"trucker"""
2122,mother
2123,"""bad"
2124,"""careless"""
2125,jarren
2126,eyre
2127,"""movie"""
2128,"cat"""
2129,kill
2130,"""curiosity"
2131,night
2132,(friday
2133,｡*ﾟ+
2134,purry
2135,deko
2136,ekoh
2137,benton
2138,bearface
2139,undead
2140,osborne
2141,joan
2142,outta
2143,"""running"
2144,"pill"""
2145,"""tough"
2146,bizu
2147,izzy
2148,n9ne
2149,tech
2150,"""idol"""
2151,hollywood
2152,"""skid"
2153,"""choppa"
2154,griff
2155,"""riptide"""
2156,grandson
2157,"loud"""
2158,incredibly
2159,animals
2160,glass
2161,"""lies"""
2162,"row"""
2163,"lover"""
2164,"""fiending"
2165,deathbyromy
2166,"""cardigan"
2167,"cana"""
2168,"""punta"
2169,elements
2170,"vlone"""
2171,"""home"
2172,producer
2173,ron-ron
2174,7/31
2175,"version)"""
2176,candlelight
2177,(cabin
2178,"""rhode"""
2179,"""opção"""
2180,sevdaliza
2181,"edit)"""
2182,radio
2183,version
2184,(2020
2185,house
2186,white
2187,"""woman"
2188,crow
2189,sheryl
2190,burna
2191,action
2192,"""latin"
2193,"grammys"""
2194,alexander
2195,barone
2196,"on"""
2197,goes
2198,"""life"
2199,bryce
2200,jb
2201,blocboy
2202,"leisure"""
2203,"""weird"
2204,clyro
2205,biffy
2206,tion
2207,"""last"
2208,(uk)
2209,"remix"")"
2210,kartal
2211,(felix
2212,"""damnboy"""
2213,almondmilkhunni
2214,"middle"""
2215,"""what’s"
2216,"say"""
2217,jordin
2218,sunny
2219,"""crying"
2220,cutler
2221,"20"""
2222,"""bussin"
2223,"duke,"
2224,"sad"""
2225,"""mama"
2226,2point0
2227,"club"""
2228,"feel"""
2229,"""yacht"
2230,strick
2231,"""reaching"
2232,songwriters
2233,saturday
2234,patrol
2235,davido
2236,"""lie"
2237,glynne
2238,jess
2239,snakehips
2240,knocks
2241,muna
2242,"""bodies"""
2243,neighbourhood
2244,"""you"
2245,zac
2246,reikko
2247,"""hush"""
2248,genius
2249,weird
2250,"""top"
2251,"""antixeiras"""
2252,thitis
2253,jewels
2254,run
2255,"""forever"""
2256,(muto
2257,jasiah
2258,"""bodycount"""
2259,"""mars"""
2260,trumpet
2261,timmy
2262,"vegas"""
2263,"""married"
2264,vamps
2265,"flavoured"""
2266,"""cherry"
2267,(rick
2268,"""lazy"
2269,sparks
2270,alaina
2271,"cut"""
2272,"""buzz"
2273,"can"""
2274,because
2275,lissie
2276,"""thug"
2277,"world"""
2278,"""cold"
2279,"haze"""
2280,"""blue"
2281,"""run"""
2282,idk
2283,sheppard
2284,"day,"
2285,andra
2286,bryant
2287,keedron
2288,"""propane"""
2289,ka$hdami
2290,"high"""
2291,damn
2292,"""gah"
2293,juicy
2294,"sangria"""
2295,maty
2296,noyes
2297,"""wrong"""
2298,"simpin'"""
2299,"usual"""
2300,fischer
2301,d-nice
2302,teedra
2303,"remi,"
2304,salaam
2305,destiny
2306,"""still"""
2307,"more"""
2308,murphy
2309,róisín
2310,"""freestyle"""
2311,"promises"""
2312,"""so"
2313,"""hellburst"""
2314,die
2315,polo
2316,"unlocked"""
2317,"""doors"
2318,beatz
2319,murda
2320,"my"""
2321,"oasis"""
2322,"""1:45am"""
2323,blink-182
2324,bans
2325,"dribble"""
2326,"""​me"
2327,peep
2328,hart
2329,cold
2330,"horse"""
2331,friendly
2332,7/27
2333,"void"""
2334,"""fill"
2335,"in"""
2336,jackboy
2337,kaden
2338,storm
2339,andrea
2340,"falls"""
2341,"""honor"
2342,"alone"""
2343,"""you're"
2344,josh
2345,7/25
2346,"""worth"
2347,stunna
2348,"ties"""
2349,rome
2350,7/28
2351,"x4"""
2352,"""khaos"
2353,poppy
2354,"bow"""
2355,berry
2356,matt
2357,"""violent"
2358,"""whole"
2359,olsen
2360,angel
2361,"""1999"""
2362,"single"""
2363,rondo
2364,quando
2365,"""hot"""
2366,mia
2367,pia
2368,"""rari"""
2369,nesbitt
2370,"""amv"""
2371,"cake"""
2372,"""wedding"
2373,koi
2374,ziezie
2375,"here"""
2376,while
2377,"""g"
2378,carpenter
2379,sabrina
2380,"dead"""
2381,"""left"
2382,oakes
2383,"feelings"""
2384,rose
2385,rubi
2386,mozzy
2387,"route"""
2388,nfn
2389,"""luv"
2390,quin
2391,"lite"""
2392,"""pack"
2393,naija
2394,queen
2395,puppet
2396,smiles
2397,"""fake"
2398,phora
2399,dread
2400,owel
2401,shay
2402,lia
2403,sia
2404,"""onlyfans"
2405,nugget
2406,kflay
2407,"purpose"""
2408,"""hurting"
2409,whethan
2410,"""hallelujahville"""
2411,score
2412,"""cardigan"""
2413,"""delilah"""
2414,stephen
2415,"""talking"
2416,sirens
2417,sleeping
2418,"hoods"""
2419,"""burn"
2420,god
2421,slump
2422,mask
2423,ski
2424,talk
2425,(initial
2426,"""together"
2427,september
2428,savior
2429,"""city"
2430,"future"""
2431,gryffin
2432,"""used"
2433,goody
2434,(tensnake
2435,"ok"""
2436,i'll
2437,(haywyre
2438,"""girlfriend"
2439,puth
2440,charlie
2441,eilish
2442,"""freak"""
2443,billie
2444,coxon
2445,graham
2446,"do???"""
2447,gonna
2448,"""what"
2449,bastille
2450,"now?"""
2451,laughing
2452,"""who's"
2453,max
2454,martin
2455,"""cry"""
2456,hurts
2457,"""somebody"""
2458,"road"""
2459,"""narrow"
2460,"iver"""
2461,"""bon"
2462,​mxmtoon
2463,mane
2464,gucci
2465,"""muwop"""
2466,mulatto
2467,"""happiness"""
2468,mcfly
2469,"forever"""
2470,"""always"
2471,scientist
2472,mariah
2473,"""pressure"""
2474,"means"""
2475,any
2476,jorja
2477,"bag"""
2478,"""body"
2479,doll
2480,ivorian
2481,ava
2482,clemons
2483,7/29
2484,"""who"
2485,liza
2486,foxes
2487,diawara
2488,fatoumata
2489,"mali)"""
2490,(mali
2491,"""douha"
2492,disclosure
2493,"""campfire"
2494,"with"""
2495,u
2496,bamz
2497,ant
2498,bodega
2499,"""beaches"""
2500,honey
2501,remix)
2502,(say3
2503,rice
2504,"""jollof"
2505,earthgang
2506,bas
2507,"clouds"""
2508,babyjake
2509,maluma
2510,"""hawái"""
2511,melanie
2512,minaj
2513,nicki
2514,"hips"""
2515,"""move"
2516,"""enough"""
2517,8ubbles
2518,7/30
2519,"symphony"""
2520,"""pocket"
2521,"bored?"""
2522,ceiling
2523,bedroom
2524,"""is"
2525,sody
2526,"""july"""
2527,chloe
2528,sir
2529,"""abule"""
2530,patoranking
2531,"""hoodie"
2532,missio
2533,"""in"
2534,c
2535,"""cry"
2536,magic
2537,nina
2538,skooly
2539,ghetts
2540,stefflon
2541,"la"""
2542,"""3am"
2543,ebenezer
2544,"aveline"""
2545,suis
2546,"""je"
2547,"deal"""
2548,"""deal"
2549,"seen"""
2550,caution
2551,trying
2552,"""devil"
2553,7/7
2554,staples
2555,vince
2556,hines
2557,"""fix"
2558,"""life"""
2559,lute
2560,"""life's"
2561,"""mozambique"""
2562,moonchild
2563,sanelly
2564,jaykae
2565,allen
2566,"real"""
2567,even
2568,"""are"
2569,"dried"""
2570,bleached
2571,"""sun"
2572,"sure"""
2573,islands
2574,"soul"""
2575,potions
2576,hyper
2577,"""2k"
2578,7/8
2579,"""end"
2580,"""stand"
2581,lisa
2582,parker
2583,george
2584,kxllswxtch
2585,"suck"""
2586,"song"""
2587,"""another"
2588,callahan
2589,mysonne
2590,"bone,"
2591,krayzie
2592,"e-40,"
2593,"banner,"
2594,"b,"
2595,bun
2596,"mallory,"
2597,tamika
2598,"merritt,"
2599,"ink,"
2600,"hamilton,"
2601,"matter)"""
2602,lives
2603,change
2604,truth
2605,tha
2606,trae
2607,"burt"""
2608,"""convertible"
2609,"""gotham"""
2610,farina
2611,"machine,"
2612,styles
2613,bill
2614,p
2615,"""compensating"""
2616,aminé
2617,7/6
2618,"""scenes"""
2619,blockaye
2620,bankroll
2621,7/5
2622,"vanilla"""
2623,frvrfriday
2624,7/4
2625,"""you"""
2626,zenaware
2627,busta
2628,(busta
2629,rush
2630,bugsey
2631,"""me"""
2632,wiktoria
2633,"""secrets"""
2634,divine
2635,vowl
2636,nyck
2637,"""famiglia"""
2638,"""broken"
2639,graves
2640,marie
2641,ann
2642,"""tócame"""
2643,anitta
2644,"""reckoning"""
2645,morissette
2646,alanis
2647,"eye"""
2648,an
2649,"""eye"
2650,meechy
2651,7/10
2652,"deh"""
2653,"""deh"
2654,unknown
2655,"game"""
2656,"""alastor's"
2657,"""agua"""
2658,"bitch"""
2659,"""square"
2660,"yellow"""
2661,herbo
2662,"""stress"
2663,"relief"""
2664,jovi
2665,bon
2666,"yea"""
2667,"""yea"
2668,coyote
2669,"everybody"""
2670,vs
2671,"""thought"
2672,"man"""
2673,becky
2674,"""f2020"""
2675,beat
2676,avenue
2677,need
2678,romero
2679,nicky
2680,buuren
2681,armin
2682,ghetto
2683,"""chew"
2684,bay
2685,"love,"
2686,"""daisy"""
2687,ashnikko
2688,7/9
2689,"""barcode"""
2690,silence
2691,"rack,"
2692,was
2693,"""since"
2694,kesha
2695,wrabel
2696,wafia
2697,"peter"""
2698,"""slim"
2699,"crazy"""
2700,"""stir"
2701,"tap"""
2702,sheff
2703,hallow
2704,sleepy
2705,"pressa,"
2706,darko
2707,bazzi
2708,"okay"""
2709,"""real"
2710,blackbear
2711,rotimi
2712,jackson
2713,trevor
2714,"latimore,"
2715,works
2716,faouzia
2717,"(close)"""
2718,dark
2719,after
2720,"""dounia"
2721,"violence"""
2722,"""politics"
2723,fike
2724,dominic
2725,"jane"""
2726,"""plain"
2727,europe
2728,d-block
2729,"hearts"""
2730,broken
2731,"""queen"
2732,reyes
2733,sofía
2734,"""whoppa"""
2735,"alive"""
2736,gotti
2737,"bird"""
2738,sl
2739,"""2%"""
2740,rocstaryoshi
2741,z
2742,r
2743,tempah
2744,"""idwgtyp"""
2745,"avenue"""
2746,austin
2747,leaving
2748,"mundy"""
2749,"""sundy"
2750,wetzel
2751,koe
2752,"lime"""
2753,"""waste"
2754,"""recession"
2755,"proof"""
2756,veronicas
2757,"""biting"
2758,veggies
2759,casey
2760,gottii
2761,flash
2762,"""traphouse"""
2763,"""seaside"""
2764,currington
2765,billy
2766,"""theory"
2767,bléu
2768,aria
2769,"""know"
2770,isa
2771,dircson
2772,"""yaya"""
2773,6ix9ine
2774,"me?"""
2775,help
2776,"""can"
2777,7/3
2778,"tongue"""
2779,andress
2780,ingrid
2781,"ten"""
2782,froot
2783,"""julio"
2784,bam
2785,"""​if"
2786,lany
2787,"mad"""
2788,"""stay"
2789,iv
2790,"""booty"""
2791,​ilytommy
2792,game
2793,evanescence
2794,"""faces"""
2795,buddy
2796,"wrist"""
2797,"""flood"
2798,lyrics7/1
2799,calendar
2800,release
2801,singles
2802,2020
2803,jucee
2804,maisie
2805,"""west"
2806,peters
2807,mabel
2808,tracey
2809,7/2
2810,park
2811,"""butterflies"""
2812,wolftyla
2813,"""fmo"""
2814,west
2815,kanye
2816,twigs
2817,fka
2818,"skrillex,"
2819,"""ego"
2820,"right"""
2821,left
2822,smoove'l
2823,mustafa
2824,"happy"""
2825,"""​decide"
2826,misterwives
2827,"""sad"
2828,rockie
2829,fresh
2830,"""miss"
2831,rosa
2832,"""raze"""
2833,morton
2834,pj
2835,smoke
2836,d
2837,"""afeni"
2838,"""dfwmn"""
2839,osquinn
2840,"""parabolic"""
2841,​nobigdyl
2842,"ready"""
2843,wright
2844,maia
2845,jhart
2846,"""dopamine"""
2847,kungs
2848,"woo"""
2849,"""rip"
2850,keo
2851,kidd
2852,"spree"""
2853,"villa"""
2854,scibilia
2855,sahbabii
2856,tinie
2857,ms
2858,bit
2859,"""die"
2860,"""thief"
2861,jacobsen
2862,svrite
2863,"roller"""
2864,"""holy"
2865,spiritbox
2866,"""sunscreen"""
2867,grey
2868,skylar
2869,"""change"
2870,"play?"""
2871,"-""don't"
2872,bergan
2873,julie
2874,seeb
2875,"demon"""
2876,"""tongue"
2877,(gozzi
2878,marc
2879,dawgs
2880,futuristic
2881,"""virgin"
2882,"""hopeless"""
2883,"us"""
2884,"""forget"
2885,"god"""
2886,"""if"
2887,"child"""
2888,"""eyes"
2889,queens
2890,christine
2891,"acoustic)"""
2892,anniversary
2893,(10th
2894,hearts
2895,"""jar"
2896,perri
2897,christina
2898,hit-boy
2899,"nip)"""
2900,(long
2901,"mimosas"""
2902,jzac
2903,machine
2904,"""cool"
2905,jim
2906,"bank"""
2907,"""chase"
2908,"ve"""
2909,"""dime"
2910,cortez
2911,jhay
2912,"beautiful"""
2913,"hole"""
2914,"""rabbit"
2915,"""coño"""
2916,jhorrmountain
2917,puri
2918,"derulo,"
2919,col3trane
2920,"way"""
2921,vandal
2922,jarreau
2923,njomza
2924,"""upset"""
2925,"af"""
2926,"reckoning"""
2927,"signals"""
2928,tessa
2929,maidza
2930,contributorsjuly
2931,jidenna
2932,7/16
2933,"""sticks"
2934,"""easy"""
2935,sivan
2936,troye
2937,faux
2938,kari
2939,call
2940,tkay
2941,youth
2942,"fight"""
2943,"died"""
2944,believe
2945,sik
2946,burnsbeats
2947,"rain"""
2948,markman
2949,rob
2950,"hour"""
2951,johan
2952,"lenox,"
2953,friend
2954,zedd
2955,"lipstick"""
2956,"""strawberry"
2957,yungblud
2958,"""sunburn"""
2959,"popper"""
2960,"""perc"
2961,"""kourtside"""
2962,yachty
2963,sada
2964,"""treasure"""
2965,ryster
2966,"""highest"""
2967,not3s
2968,"""selene"""
2969,niki
2970,"""young"
2971,marni
2972,kara
2973,"thursday"""
2974,"""throwback"
2975,abloh
2976,virgil
2977,"""shoes"""
2978,bob
2979,"garden"""
2980,benee
2981,seabra
2982,anson
2983,"paid"""
2984,kingdom
2985,jada
2986,"aluna,"
2987,7/15
2988,butler
2989,will
2990,old
2991,surf
2992,"""magic"""
2993,sprado
2994,mad
2995,dogg
2996,snoop
2997,gibbs
2998,freddie
2999,"problem,"
3000,bakar
3001,"""desire"""
3002,ellis
3003,"""balance"""
3004,kaelin
3005,fiasco
3006,lupe
3007,tyga
3008,yukon
3009,johnny
3010,"now"""
3011,"""give"""
3012,mason
3013,"""stingray"""
3014,whiston
3015,kai
3016,joeezy
3017,"ting"""
3018,"""friend"
3019,forest
3020,k
3021,"sword"""
3022,hill
3023,chi-chi
3024,"rustage,"
3025,jasmine
3026,thompson
3027,"""funny"""
3028,"""rough"
3029,wonder
3030,carner
3031,loyle
3032,joesef
3033,"""blame"
3034,miller
3035,"""ecstasy"""
3036,hunybees
3037,"brave"""
3038,home
3039,"""blame"""
3040,carter
3041,"#9"""
3042,bitez
3043,"""machine"
3044,"""iofwr"""
3045,battles
3046,mark
3047,valentine
3048,justina
3049,"""lava"""
3050,genesis
3051,"7"""
3052,fox
3053,keith
3054,lund
3055,harris
3056,calvin
3057,lacy
3058,"regenerator,"
3059,"#wlds"""
3060,"""pears"
3061,"""mirai"""
3062,"""drown"""
3063,lecrae
3064,"""what's"
3065,turner
3066,tina
3067,kygo
3068,"sleep"""
3069,"""never"
3070,"""lockdown"""
3071,kiiara
3072,"""superman"""
3073,urban
3074,stevenson
3075,mae
3076,7/17
3077,conor
3078,"""hurtworld"
3079,morgue
3080,city
3081,brett
3082,"moon"""
3083,tomlin
3084,"""hoodie"""
3085,"weather"""
3086,"""counting"
3087,"""classic"""
3088,"""clueless"""
3089,calboy
3090,"""evil"""
3091,aviva
3092,messiah
3093,"veces"""
3094,"""500"
3095,brooke
3096,ally
3097,"basement"""
3098,"""bands"
3099,"’99"""
3100,maynard
3101,clara
3102,cxloe
3103,midnight
3104,by
3105,fly
3106,thouxanbanfauni
3107,"intuition"""
3108,mdma
3109,emani22
3110,"like"""
3111,"""write"
3112,"pool"""
3113,"""nudes"
3114,"""popstar"""
3115,"""greece"""
3116,"names"""
3117,their
3118,devvon
3119,"""mango"""
3120,dev
3121,"steps"""
3122,"""12"
3123,"kissing"""
3124,xo
3125,violet
3126,adventures
3127,"""fairy"
3128,krewella
3129,y2k
3130,"no"""
3131,killy
3132,eminem
3133,"shady"""
3134,slim
3135,moon
3136,cudi
3137,"""care"""
3138,"""10k"""
3139,kb
3140,"easy"""
3141,"""look"
3142,kaytranada
3143,perry
3144,katy
3145,"mío"""
3146,"""ay,"
3147,"catching"""
3148,quirk
3149,tracy
3150,"""wya?"""
3151,natalie
3152,"""pass"
3153,xyz
3154,mk
3155,"dance"""
3156,trainor
3157,meghan
3158,roborob
3159,"reactor"""
3160,"""mako"
3161,ran
3162,mega
3163,club
3164,(joy
3165,"""rockstar"
3166,"""supreme"""
3167,caviar
3168,"""back"
3169,lohan
3170,lindsay
3171,swae
3172,khalid
3173,sandé
3174,"ah"""
3175,"""ah"
3176,dreamdoll
3177,"things"""
3178,"""simple"
3179,djds
3180,"(freestyle)"""
3181,now
3182,"""hate"
3183,desiigner
3184,"racer"""
3185,"""nascar"
3186,loaded
3187,finna
3188,cyraq
3189,"riders"""
3190,mensa
3191,vic
3192,break
3193,emeli
3194,"""i'll"
3195,"brown,"
3196,get
3197,lau
3198,"critch,"
3199,won’t
3200,romera
3201,ahead
3202,times
3203,good
3204,foster
3205,"""weak"""
3206,milli
3207,flo
3208,"today"""
3209,"""rich"
3210,dinero
3211,flipp
3212,"side)"""
3213,other
3214,(the
3215,there
3216,grant
3217,"""face"
3218,"face"""
3219,"above"""
3220,"""30,000"
3221,smaller
3222,7/12
3223,"wire"""
3224,"""through"
3225,"""sirens"""
3226,autumn
3227,"""boof"""
3228,playah
3229,"""mcdungeon"""
3230,dawko
3231,"pit"""
3232,"""into"
3233,7/11
3234,(notd
3235,"""control"
3236,wees
3237,zoe
3238,"land"""
3239,larsson
3240,zara
3241,feet
3242,somo
3243,knowles
3244,7/13
3245,​beabadoobee
3246,7/14
3247,"u"""
3248,doom
3249,mf
3250,o'bi
3251,"chips"""
3252,"""cookie"
3253,rejjie
3254,1
3255,rap
3256,cannot
3257,"""darkie"
3258,"""spicy"""
3259,"""sitgo"""
3260,major
3261,​childish
3262,"""honey"""
3263,"anarchist"""
3264,"""valorie"
3265,"""city"""
3266,zachary
3267,neon
3268,"""dying"
3269,snoh
3270,vanjess
3271,masego
3272,"""stickin'"""
3273,harnett
3274,sinéad
3275,tecca
3276,"""rover"
3277,s1mba
3278,"""rollin"""
3279,trey
3280,"""give"
3281,(bree
3282,"""xs"
3283,sawayama
3284,rina
3285,"pocket"""
3286,"don't"""
3287,"""natalie"
3288,"""mess"
3289,trees
3290,aalegra
3291,staysolidrocky
3292,"""swag"""
3293,yg
3294,"""and"
3295,warren
3296,malone
3297,post
3298,(tommy
3299,"""tommy"
3300,6lack
3301,"""touch"
3302,tarro
3303,"earth"""
3304,"""here"
3305,"cross"""
3306,"""criss"
3307,stones
3308,rolling
3309,"""pistoli"""
3310,toquel
3311,"laurent,"
3312,"islands""1embed"
3313,puedes
3314,ahora
3315,supiste
3316,marchar
3317,ha
3318,hubieras
3319,cuidado
3320,aléjate
3321,ganar
3322,di
3323,diera
3324,hubo
3325,hablar
3326,cuidé
3327,"eso,"
3328,comprendo
3329,estas
3330,pasado
3331,también
3332,cambié
3333,like[pre-coro]
3334,[interludio
3335,"contigo,"
3336,respondido
3337,sueños
3338,serías
3339,amé
3340,llamé
3341,mujer
3342,dicho
3343,"marchar""]"
3344,"""ahora"
3345,supieras
3346,piensas
3347,cambiado
3348,has
3349,juras
3350,contributorsahora
3351,sufrí
3352,teniendo
3353,marchar2embed
3354,algo
3355,mágico
3356,"hipnotizó,"
3357,crítico
3358,casual
3359,momentos
3360,eróticos
3361,comenzó
3362,estado
3363,tan
3364,(wuh-uh)
3365,físico
3366,"ma',"
3367,hicieron
3368,poderlo
3369,describir
3370,único
3371,"físico,"
3372,desespero
3373,(uh-uh-uh)
3374,despertar
3375,lado
3376,"deseo,"
3377,haces
3378,yeh-yeh
3379,sentir
3380,llamarte
3381,tuve
3382,"mano,"
3383,ay)
3384,(lejos
3385,vámonos
3386,lejos
3387,vámonos)
3388,(ah-ah-ah)
3389,toma
3390,yo)
3391,sientes
3392,"conmigo,"
3393,12
3394,obligo
3395,recuerda
3396,naisgai
3397,kenobi
3398,colla
3399,"elektrik,"
3400,maikyfull
3401,maya
3402,"(ay,"
3403,"ra-rauw,"
3404,uh-uh-uh
3405,oh-oh-yeah
3406,(yeih)
3407,(eróticos)
3408,(hipnotizó-oh-oh)
3409,yeah-yeah)
3410,(wuh)
3411,(oh-oh-oh)
3412,(oh-oh)
3413,"que,"
3414,"ay,"
3415,(mágico)
3416,boquita
3417,contributorstranslationsenglishalgo
3418,verte?
3419,vuelvo
3420,¿cuándo
3421,(hipnotizó-oh)
3422,(wuh;
3423,"mágico""]"
3424,"""algo"
3425,tenerte
3426,ve'
3427,"evitar,"
3428,pude
3429,hace-es
3430,pose-es
3431,mostrártelo
3432,sitio
3433,(ih)
3434,suelte'
3435,"doce,"
3436,marque
3437,reloj
3438,"siempre,"
3439,dure
3440,momento
3441,yeah-yeah-yeah3embed
3442,amanece
3443,quédate
3444,"prefieres,"
3445,(bebé)
3446,(uah-uah)
3447,(bebecita)
3448,comiéndote
3449,(¡to'a-ah)
3450,olvidamo'
3451,(to'a)
3452,encima
3453,rompiéndote
3454,moja'
3455,uah-uah
3456,bebecita
3457,¿oí'te
3458,"(oh-oh-oh,"
3459,"mera,"
3460,"haze,"
3461,"rico,"
3462,enamorar
3463,baby?
3464,pijama)
3465,(sin
3466,pijama
3467,(cama)
3468,fuma
3469,pa’
3470,explícale
3471,mientes
3472,odisea
3473,larga
3474,desea'
3475,uh)
3476,tembla'era
3477,recuerdo
3478,(anuel)
3479,"intocable',"
3480,"bandolera,"
3481,bebé?
3482,brrr
3483,eq
3484,"(mera,"
3485,eq)
3486,bebe-bebecita
3487,caliente
3488,casa
3489,vo’a
3490,exceso
3491,"casualidad,"
3492,oh-oh)
3493,sucede
3494,oh-oh-oh)
3495,perteneces
3496,"sabes,"
3497,confieses
3498,(volver)
3499,tocó
3500,"""amanece""]"
3501,llamo
3502,madrugá'
3503,quería
3504,encanta
3505,ve’
3506,enloquecer
3507,beber
3508,"diabla,"
3509,manipulándome
3510,habla
3511,(habla)
3512,salga
3513,enredé
3514,crecen
3515,to’a
3516,moja’
3517,(¡moja-ah)
3518,tiene’
3519,morder
3520,(novio)
3521,odio
3522,(odio)
3523,sola
3524,contributorstranslationsenglishamanece
3525,¡jaja7embed
3526,cielo
3527,anclada
3528,"perdida,"
3529,azul
3530,irreal
3531,pájaro
3532,"así,"
3533,"amarillo,"
3534,bolsillos
3535,colores
3536,"morado,"
3537,arco
3538,muero
3539,"dorado,"
3540,cueste
3541,cuésteme
3542,"celeste,"
3543,llorarte
3544,sangran
3545,iris
3546,olvidé
3547,"rojo,"
3548,t'estimo
3549,adorarte
3550,enamorarme
3551,delicioso
3552,aún
3553,dulce
3554,confusión
3555,plenitud
3556,tanto
3557,descubrir
3558,llegar
3559,efectos
3560,causas
3561,sonrisa
3562,satisfacción
3563,angelical
3564,llenas
3565,habitación
3566,luz
3567,encuentro
